Year,County,HouseholdType,Childcare,Food,Rent,Tech,Transportation,Utilities,Healthcare,Taxes,TaxCredits,Misc,Monthly,Annual
2024,Little River,One Adult One Childcare,562,640,426,114,453,284,526,492,-227,300,3570,42840
2024,Little River,Two Adults,0,801,426,148,536,284,526,384,0,272,3377,40524
2024,Little River,Two Adults Two Children,367,1342,576,148,806,348,702,767,-421,429,5064,60768
2024,Little River,Two Adults Two Childcare,1125,1165,576,148,806,348,702,921,-453,487,5825,69900
2024,Little River,Single Senior,0,402,517,114,299,181,509,316,0,202,2540,30480
2024,Little River,Two Seniors,0,737,426,148,412,284,1018,580,0,302,3907,46884
2024,Logan,Single Adult,0,413,438,114,361,181,186,239,0,169,2101,25212
2024,Logan,One Adult One Child,184,698,514,114,453,284,526,433,-211,277,3272,39264
2024,Logan,One Adult One Childcare,562,606,514,114,453,284,526,506,-227,306,3644,43728
2024,Logan,Two Adults,0,757,514,148,536,284,526,395,0,276,3436,41232
2024,Logan,Two Adults Two Children,367,1270,547,148,806,348,702,740,-421,419,4926,59112
2024,Logan,Two Adults Two Childcare,1125,1102,547,148,806,348,702,896,-453,478,5699,68388
2024,Logan,Single Senior,0,380,438,114,299,181,486,286,0,190,2374,28488
2024,Logan,Two Seniors,0,697,514,148,412,284,972,581,0,303,3911,46932
2024,Lonoke,Single Adult,0,451,857,114,361,181,186,349,0,215,2714,32568
2024,Lonoke,One Adult One Child,234,763,761,114,453,284,526,526,-223,314,3752,45024
2024,Lonoke,One Adult One Childcare,698,662,761,114,453,284,526,622,-227,350,4243,50916
2024,Lonoke,Two Adults,0,828,761,148,536,284,526,472,0,308,3863,46356
2024,Lonoke,Two Adults Two Children,469,1388,850,148,806,348,702,878,-446,471,5614,67368
2024,Lonoke,Two Adults Two Childcare,1396,1204,850,148,806,348,702,1075,-453,545,6621,79452
2024,Lonoke,Single Senior,0,416,857,114,299,181,506,408,0,237,3018,36216
2024,Lonoke,Two Seniors,0,762,761,148,412,284,1011,674,0,338,4390,52680
2024,Madison,Single Adult,0,440,777,114,361,181,186,325,0,206,2590,31080
2024,Madison,One Adult One Child,234,743,732,114,453,284,526,513,-223,309,3685,44220
2024,Madison,One Adult One Childcare,698,645,732,114,453,284,526,610,-227,345,4180,50160
2024,Madison,Two Adults,0,806,732,148,536,284,526,460,0,303,3795,45540
2024,Madison,Two Adults Two Children,469,1351,885,148,806,348,702,878,-446,471,5612,67344
2024,Madison,Two Adults Two Childcare,1396,1172,885,148,806,348,702,1076,-453,546,6626,79512
2024,Madison,Single Senior,0,405,777,114,299,181,479,377,0,226,2858,34296
2024,Madison,Two Seniors,0,742,732,148,412,284,957,647,0,328,4250,51000
2024,Marion,Single Adult,0,466,512,114,361,181,186,268,0,182,2270,27240
2024,Marion,One Adult One Child,184,788,429,114,453,284,526,435,-211,278,3280,39360
2024,Marion,One Adult One Childcare,562,684,429,114,453,284,526,504,-227,305,3634,43608
2024,Marion,Two Adults,0,855,429,148,536,284,526,398,0,278,3454,41448
2024,Marion,Two Adults Two Children,367,1433,589,148,806,348,702,794,-421,439,5205,62460
2024,Marion,Two Adults Two Childcare,1125,1243,589,148,806,348,702,945,-453,496,5949,71388
2024,Marion,Single Senior,0,429,512,114,299,181,459,309,0,199,2502,30024
2024,Marion,Two Seniors,0,787,429,148,412,284,918,568,0,298,3844,46128
2024,Miller,Single Adult,0,451,676,114,361,181,186,303,0,197,2469,29628
2024,Miller,One Adult One Child,234,763,578,114,453,284,526,478,-223,295,3502,42024
2024,Miller,One Adult One Childcare,698,662,578,114,453,284,526,574,-227,332,3994,47928
2024,Miller,Two Adults,0,828,578,148,536,284,526,428,0,290,3618,43416
2024,Miller,Two Adults Two Children,469,1388,732,148,806,348,702,847,-446,459,5453,65436
2024,Miller,Two Adults Two Childcare,1396,1204,732,148,806,348,702,1044,-453,534,6461,77532
2024,Miller,Single Senior,0,416,676,114,299,181,506,360,0,219,2771,33252
2024,Miller,Two Seniors,0,762,578,148,412,284,1012,626,0,320,4142,49704
2024,Mississippi,Single Adult,0,428,477,114,361,181,186,251,0,175,2173,26076
2024,Mississippi,One Adult One Child,184,723,401,114,453,284,526,412,-211,268,3154,37848
2024,Mississippi,One Adult One Childcare,562,628,401,114,453,284,526,482,-227,297,3520,42240
2024,Mississippi,Two Adults,0,784,401,148,536,284,526,374,0,268,3321,39852
2024,Mississippi,Two Adults Two Children,367,1315,547,148,806,348,702,752,-421,423,4987,59844
2024,Mississippi,Two Adults Two Childcare,1125,1141,547,148,806,348,702,907,-453,482,5753,69036
2024,Mississippi,Single Senior,0,394,477,114,299,181,502,302,0,197,2466,29592
2024,Mississippi,Two Seniors,0,722,401,148,412,284,1005,566,0,297,3835,46020
2024,Monroe,Single Adult,0,390,426,114,361,181,186,231,0,166,2055,24660
2024,Monroe,One Adult One Child,184,659,398,114,453,284,526,396,-211,262,3065,36780
2024,Monroe,One Adult One Childcare,562,571,398,114,453,284,526,466,-227,291,3438,41256
2024,Monroe,Two Adults,0,714,398,148,536,284,526,357,0,261,3224,38688
2024,Monroe,Two Adults Two Children,367,1197,547,148,806,348,702,721,-421,412,4827,57924
2024,Monroe,Two Adults Two Childcare,1125,1039,547,148,806,348,702,880,-453,472,5614,67368
2024,Monroe,Single Senior,0,359,426,114,299,181,468,274,0,185,2306,27672
2024,Monroe,Two Seniors,0,658,398,148,412,284,935,530,0,284,3649,43788
2024,Montgomery,Single Adult,0,451,483,114,361,181,186,258,0,178,2212,26544
2024,Montgomery,One Adult One Child,184,763,514,114,453,284,526,449,-211,284,3360,40320
2024,Montgomery,One Adult One Childcare,562,662,514,114,453,284,526,521,-227,312,3721,44652
2024,Montgomery,Two Adults,0,828,514,148,536,284,526,412,0,284,3532,42384
2024,Montgomery,Two Adults Two Children,367,1388,547,148,806,348,702,772,-421,431,5088,61056
2024,Montgomery,Two Adults Two Childcare,1125,1204,547,148,806,348,702,924,-453,488,5839,70068
2024,Montgomery,Single Senior,0,416,483,114,299,181,507,310,0,200,2510,30120
2024,Montgomery,Two Seniors,0,762,514,148,412,284,1014,609,0,313,4056,48672
2024,Nevada,Single Adult,0,413,537,114,361,181,186,262,0,179,2233,26796
2024,Nevada,One Adult One Child,184,698,454,114,453,284,526,419,-211,271,3192,38304
2024,Nevada,One Adult One Childcare,562,606,454,114,453,284,526,490,-227,300,3562,42744
2024,Nevada,Two Adults,0,757,454,148,536,284,526,381,0,270,3356,40272
2024,Nevada,Two Adults Two Children,367,1270,621,148,806,348,702,760,-421,426,5027,60324
2024,Nevada,Two Adults Two Childcare,1125,1102,621,148,806,348,702,916,-453,485,5800,69600
2024,Nevada,Single Senior,0,380,537,114,299,181,502,314,0,201,2528,30336
2024,Nevada,Two Seniors,0,697,454,148,412,284,1004,574,0,300,3873,46476
2024,Newton,Single Adult,0,425,483,114,361,181,186,252,0,175,2177,26124
2024,Newton,One Adult One Child,184,718,514,114,453,284,526,438,-211,279,3299,39588
2024,Newton,One Adult One Childcare,562,623,514,114,453,284,526,511,-227,308,3668,44016
2024,Newton,Two Adults,0,779,514,148,536,284,526,401,0,279,3467,41604
2024,Newton,Two Adults Two Children,367,1306,547,148,806,348,702,750,-421,422,4975,59700
2024,Newton,Two Adults Two Childcare,1125,1133,547,148,806,348,702,905,-453,481,5742,68904
2024,Newton,Single Senior,0,391,483,114,299,181,476,297,0,194,2435,29220
2024,Newton,Two Seniors,0,717,514,148,412,284,952,581,0,303,3911,46932
2024,Ouachita,Single Adult,0,422,585,114,361,181,186,275,0,185,2309,27708
2024,Ouachita,One Adult One Child,184,713,486,114,453,284,526,430,-211,276,3255,39060
2024,Ouachita,One Adult One Childcare,562,619,486,114,453,284,526,502,-227,304,3623,43476
2024,Ouachita,Two Adults,0,774,486,148,536,284,526,392,0,275,3421,41052
2024,Ouachita,Two Adults Two Children,367,1297,547,148,806,348,702,748,-421,422,4964,59568
2024,Ouachita,Two Adults Two Childcare,1125,1125,547,148,806,348,702,903,-453,480,5731,68772
2024,Ouachita,Single Senior,0,389,585,114,299,181,482,323,0,205,2578,30936
2024,Ouachita,Two Seniors,0,712,486,148,412,284,965,576,0,301,3884,46608
2024,Perry,Single Adult,0,416,857,114,361,181,186,340,0,212,2667,32004
2024,Perry,One Adult One Child,234,704,761,114,453,284,526,510,-223,308,3671,44052
2024,Perry,One Adult One Childcare,698,610,761,114,453,284,526,608,-227,345,4172,50064
2024,Perry,Two Adults,0,763,761,148,536,284,526,456,0,302,3776,45312
2024,Perry,Two Adults Two Children,469,1279,850,148,806,348,702,850,-446,460,5466,65592
2024,Perry,Two Adults Two Childcare,1396,1110,850,148,806,348,702,1050,-453,536,6493,77916
2024,Perry,Single Senior,0,383,857,114,299,181,485,394,0,232,2945,35340
2024,Perry,Two Seniors,0,702,761,148,412,284,970,647,0,328,4252,51024
2024,Phillips,Single Adult,0,440,483,114,361,181,186,255,0,176,2196,26352
2024,Phillips,One Adult One Child,184,743,400,114,453,284,526,417,-211,270,3180,38160
2024,Phillips,One Adult One Childcare,562,645,400,114,453,284,526,486,-227,298,3541,42492
2024,Phillips,Two Adults,0,806,400,148,536,284,526,379,0,270,3349,40188
2024,Phillips,Two Adults Two Children,367,1351,547,148,806,348,702,762,-421,427,5037,60444
2024,Phillips,Two Adults Two Childcare,1125,1172,547,148,806,348,702,915,-453,485,5795,69540
2024,Phillips,Single Senior,0,405,483,114,299,181,491,304,0,197,2474,29688
2024,Phillips,Two Seniors,0,742,400,148,412,284,981,565,0,297,3829,45948
2024,Pike,Single Adult,0,446,483,114,361,181,186,257,0,177,2205,26460
2024,Pike,One Adult One Child,184,753,421,114,453,284,526,424,-211,274,3222,38664
2024,Pike,One Adult One Childcare,562,654,421,114,453,284,526,494,-227,301,3582,42984
2024,Pike,Two Adults,0,817,421,148,536,284,526,387,0,273,3392,40704
2024,Pike,Two Adults Two Children,367,1370,547,148,806,348,702,767,-421,429,5063,60756
2024,Pike,Two Adults Two Childcare,1125,1188,547,148,806,348,702,919,-453,486,5816,69792
2024,Pike,Single Senior,0,410,483,114,299,181,519,312,0,201,2519,30228
2024,Pike,Two Seniors,0,752,421,148,412,284,1037,588,0,305,3947,47364
2024,Poinsett,Single Adult,0,392,501,114,361,181,186,248,0,174,2157,25884
2024,Poinsett,One Adult One Child,234,664,420,114,453,284,526,414,-223,270,3156,37872
2024,Poinsett,One Adult One Childcare,698,576,420,114,453,284,526,509,-227,307,3660,43920
2024,Poinsett,Two Adults,0,720,420,148,536,284,526,363,0,263,3260,39120
2024,Poinsett,Two Adults Two Children,469,1206,547,148,806,348,702,750,-446,423,4953,59436
2024,Poinsett,Two Adults Two Childcare,1396,1047,547,148,806,348,702,953,-453,499,5993,71916
2024,Poinsett,Single Senior,0,361,501,114,299,181,488,297,0,194,2435,29220
2024,Poinsett,Two Seniors,0,662,420,148,412,284,976,548,0,290,3740,44880
2024,Polk,Single Adult,0,428,461,114,361,181,186,248,0,173,2152,25824
2024,Polk,One Adult One Child,184,723,444,114,453,284,526,422,-211,273,3212,38544
2024,Polk,One Adult One Childcare,562,628,444,114,453,284,526,493,-227,301,3578,42936
2024,Polk,Two Adults,0,784,444,148,536,284,526,385,0,272,3379,40548
2024,Polk,Two Adults Two Children,367,1315,599,148,806,348,702,766,-421,428,5058,60696
2024,Polk,Two Adults Two Childcare,1125,1141,599,148,806,348,702,921,-453,487,5824,69888
2024,Polk,Single Senior,0,394,461,114,299,181,502,298,0,195,2444,29328
2024,Polk,Two Seniors,0,722,444,148,412,284,1003,578,0,301,3892,46704
2024,Pope,Single Adult,0,428,458,114,361,181,186,247,0,173,2148,25776
2024,Pope,One Adult One Child,184,723,445,114,453,284,526,423,-211,273,3214,38568
2024,Pope,One Adult One Childcare,562,628,445,114,453,284,526,494,-227,301,3580,42960
2024,Pope,Two Adults,0,784,445,148,536,284,526,385,0,272,3380,40560
2024,Pope,Two Adults Two Children,367,1315,595,148,806,348,702,765,-421,428,5053,60636
2024,Pope,Two Adults Two Childcare,1125,1141,595,148,806,348,702,920,-453,486,5818,69816
2024,Pope,Single Senior,0,394,458,114,299,181,479,292,0,192,2409,28908
2024,Pope,Two Seniors,0,722,445,148,412,284,957,566,0,297,3831,45972
2024,Prairie,Single Adult,0,451,513,114,361,181,186,265,0,181,2252,27024
2024,Prairie,One Adult One Child,184,763,429,114,453,284,526,429,-211,275,3246,38952
2024,Prairie,One Adult One Childcare,562,662,429,114,453,284,526,498,-227,303,3604,43248
2024,Prairie,Two Adults,0,828,429,148,536,284,526,392,0,275,3418,41016
2024,Prairie,Two Adults Two Children,367,1388,588,148,806,348,702,782,-421,435,5143,61716
2024,Prairie,Two Adults Two Childcare,1125,1204,588,148,806,348,702,934,-453,492,5894,70728
2024,Prairie,Single Senior,0,416,513,114,299,181,488,313,0,201,2525,30300
2024,Prairie,Two Seniors,0,762,429,148,412,284,976,577,0,301,3889,46668
2024,Pulaski,Single Adult,0,457,875,114,361,181,186,356,0,217,2747,32964
2024,Pulaski,One Adult One Child,234,773,783,114,453,284,526,535,-223,317,3796,45552
2024,Pulaski,One Adult One Childcare,698,671,783,114,453,284,526,630,-227,353,4285,51420
2024,Pulaski,Two Adults,0,838,783,148,536,284,526,480,0,312,3907,46884
2024,Pulaski,Two Adults Two Children,469,1406,873,148,806,348,702,889,-446,475,5670,68040
2024,Pulaski,Two Adults Two Childcare,1396,1220,873,148,806,348,702,1085,-453,549,6674,80088
2024,Pulaski,Single Senior,0,421,875,114,299,181,492,410,0,238,3030,36360
2024,Pulaski,Two Seniors,0,772,783,148,412,284,984,675,0,338,4396,52752
2024,Randolph,Single Adult,0,407,483,114,361,181,186,248,0,173,2153,25836
2024,Randolph,One Adult One Child,184,688,514,114,453,284,526,431,-211,276,3259,39108
2024,Randolph,One Adult One Childcare,562,597,514,114,453,284,526,504,-227,305,3632,43584
2024,Randolph,Two Adults,0,747,514,148,536,284,526,393,0,276,3424,41088
2024,Randolph,Two Adults Two Children,367,1252,547,148,806,348,702,735,-421,417,4901,58812
2024,Randolph,Two Adults Two Childcare,1125,1086,547,148,806,348,702,892,-453,476,5677,68124
2024,Randolph,Single Senior,0,375,483,114,299,181,505,300,0,196,2453,29436
2024,Randolph,Two Seniors,0,687,514,148,412,284,1010,588,0,306,3949,47388
2024,Saline,Single Adult,0,466,857,114,361,181,186,353,0,216,2734,32808
2024,Saline,One Adult One Child,234,788,761,114,453,284,526,533,-223,316,3786,45432
2024,Saline,One Adult One Childcare,698,684,761,114,453,284,526,628,-227,352,4273,51276
2024,Saline,Two Adults,0,855,761,148,536,284,526,479,0,311,3900,46800
2024,Saline,Two Adults Two Children,469,1433,850,148,806,348,702,891,-446,476,5677,68124
2024,Saline,Two Adults Two Childcare,1396,1243,850,148,806,348,702,1085,-453,549,6674,80088
2024,Saline,Single Senior,0,429,857,114,299,181,511,413,0,239,3043,36516
2024,Saline,Two Seniors,0,787,761,148,412,284,1021,683,0,341,4437,53244
2024,Scott,Single Adult,0,416,483,114,361,181,186,250,0,174,2165,25980
2024,Scott,One Adult One Child,184,704,398,114,453,284,526,407,-211,266,3125,37500
2024,Scott,One Adult One Childcare,562,610,398,114,453,284,526,476,-227,295,3491,41892
2024,Scott,Two Adults,0,763,398,148,536,284,526,368,0,266,3289,39468
2024,Scott,Two Adults Two Children,367,1279,547,148,806,348,702,743,-421,420,4939,59268
2024,Scott,Two Adults Two Childcare,1125,1110,547,148,806,348,702,898,-453,479,5710,68520
2024,Scott,Single Senior,0,383,483,114,299,181,492,299,0,195,2446,29352
2024,Scott,Two Seniors,0,702,398,148,412,284,984,555,0,293,3776,45312
2024,Searcy,Single Adult,0,466,483,114,361,181,186,261,0,179,2231,26772
2024,Searcy,One Adult One Child,184,788,398,114,453,284,526,427,-211,275,3238,38856
2024,Searcy,One Adult One Childcare,562,684,398,114,453,284,526,496,-227,302,3592,43104
2024,Searcy,Two Adults,0,855,398,148,536,284,526,391,0,275,3413,40956
2024,Searcy,Two Adults Two Children,367,1433,547,148,806,348,702,783,-421,435,5148,61776
2024,Searcy,Two Adults Two Childcare,1125,1243,547,148,806,348,702,934,-453,492,5892,70704
2024,Searcy,Single Senior,0,429,483,114,299,181,473,305,0,198,2482,29784
2024,Searcy,Two Seniors,0,787,398,148,412,284,946,567,0,298,3840,46080
2024,Sebastian,Single Adult,0,422,560,114,361,181,186,269,0,182,2275,27300
2024,Sebastian,One Adult One Child,234,713,464,114,453,284,526,437,-223,279,3281,39372
2024,Sebastian,One Adult One Childcare,698,619,464,114,453,284,526,532,-227,316,3779,45348
2024,Sebastian,Two Adults,0,774,464,148,536,284,526,387,0,273,3392,40704
2024,Sebastian,Two Adults Two Children,469,1297,632,148,806,348,702,797,-446,440,5193,62316
2024,Sebastian,Two Adults Two Childcare,1396,1125,632,148,806,348,702,997,-453,516,6217,74604
2024,Sebastian,Single Senior,0,389,560,114,299,181,491,319,0,203,2556,30672
2024,Sebastian,Two Seniors,0,712,464,148,412,284,982,575,0,300,3877,46524
2024,Sevier,Single Adult,0,437,501,114,361,181,186,259,0,178,2217,26604
2024,Sevier,One Adult One Child,184,738,402,114,453,284,526,416,-211,270,3176,38112
2024,Sevier,One Adult One Childcare,562,640,402,114,453,284,526,486,-227,298,3538,42456
2024,Sevier,Two Adults,0,801,402,148,536,284,526,378,0,270,3345,40140
2024,Sevier,Two Adults Two Children,367,1342,547,148,806,348,702,760,-421,426,5025,60300
2024,Sevier,Two Adults Two Childcare,1125,1165,547,148,806,348,702,913,-453,484,5785,69420
2024,Sevier,Single Senior,0,402,501,114,299,181,496,308,0,199,2500,30000
2024,Sevier,Two Seniors,0,737,402,148,412,284,992,567,0,298,3840,46080
2024,Sharp,Single Adult,0,422,491,114,361,181,186,253,0,176,2184,26208
2024,Sharp,One Adult One Child,184,713,398,114,453,284,526,409,-211,267,3137,37644
2024,Sharp,One Adult One Childcare,562,619,398,114,453,284,526,479,-227,296,3504,42048
2024,Sharp,Two Adults,0,774,398,148,536,284,526,371,0,267,3304,39648
2024,Sharp,Two Adults Two Children,367,1297,547,148,806,348,702,748,-421,422,4964,59568
2024,Sharp,Two Adults Two Childcare,1125,1125,547,148,806,348,702,903,-453,480,5731,68772
2024,Sharp,Single Senior,0,389,491,114,299,181,497,303,0,197,2471,29652
2024,Sharp,Two Seniors,0,712,398,148,412,284,994,560,0,295,3803,45636
2024,St. Francis,Single Adult,0,401,499,114,361,181,186,250,0,174,2166,25992
2024,St. Francis,One Adult One Child,184,679,442,114,453,284,526,411,-211,268,3150,37800
2024,St. Francis,One Adult One Childcare,562,589,442,114,453,284,526,482,-227,297,3522,42264
2024,St. Francis,Two Adults,0,736,442,148,536,284,526,372,0,267,3311,39732
2024,St. Francis,Two Adults Two Children,367,1234,568,148,806,348,702,736,-421,417,4905,58860
2024,St. Francis,Two Adults Two Childcare,1125,1070,568,148,806,348,702,894,-453,477,5685,68220
2024,St. Francis,Single Senior,0,370,499,114,299,181,493,300,0,196,2452,29424
2024,St. Francis,Two Seniors,0,677,442,148,412,284,987,561,0,295,3806,45672
2024,Stone,Single Adult,0,457,483,114,361,181,186,259,0,178,2219,26628
2024,Stone,One Adult One Child,184,773,398,114,453,284,526,423,-211,273,3217,38604
2024,Stone,One Adult One Childcare,562,671,398,114,453,284,526,493,-227,301,3575,42900
2024,Stone,Two Adults,0,838,398,148,536,284,526,387,0,273,3390,40680
2024,Stone,Two Adults Two Children,367,1406,547,148,806,348,702,776,-421,432,5111,61332
2024,Stone,Two Adults Two Childcare,1125,1220,547,148,806,348,702,928,-453,490,5861,70332
2024,Stone,Single Senior,0,421,483,114,299,181,471,303,0,197,2469,29628
2024,Stone,Two Seniors,0,772,398,148,412,284,942,562,0,296,3814,45768
2024,Union,Single Adult,0,437,580,114,361,181,186,277,0,186,2322,27864
2024,Union,One Adult One Child,184,738,482,114,453,284,526,435,-211,278,3283,39396
2024,Union,One Adult One Childcare,562,640,482,114,453,284,526,507,-227,306,3647,43764
2024,Union,Two Adults,0,801,482,148,536,284,526,398,0,278,3453,41436
2024,Union,Two Adults Two Children,367,1342,602,148,806,348,702,774,-421,432,5100,61200
2024,Union,Two Adults Two Childcare,1125,1165,602,148,806,348,702,927,-453,490,5860,70320
2024,Union,Single Senior,0,402,580,114,299,181,491,327,0,207,2601,31212
2024,Union,Two Seniors,0,737,482,148,412,284,982,586,0,304,3935,47220
2024,Van Buren,Single Adult,0,460,495,114,361,181,186,263,0,180,2240,26880
2024,Van Buren,One Adult One Child,234,778,398,114,453,284,526,437,-223,279,3280,39360
2024,Van Buren,One Adult One Childcare,698,675,398,114,453,284,526,530,-227,315,3766,45192
2024,Van Buren,Two Adults,0,844,398,148,536,284,526,388,0,274,3398,40776
2024,Van Buren,Two Adults Two Children,469,1415,547,148,806,348,702,806,-446,444,5239,62868
2024,Van Buren,Two Adults Two Childcare,1396,1228,547,148,806,348,702,1001,-453,518,6241,74892
2024,Van Buren,Single Senior,0,424,495,114,299,181,480,308,0,199,2500,30000
2024,Van Buren,Two Seniors,0,777,398,148,412,284,961,569,0,298,3847,46164
2024,Washington,Single Adult,0,448,777,114,361,181,186,327,0,207,2601,31212
2024,Washington,One Adult One Child,234,758,732,114,453,284,526,517,-223,310,3705,44460
2024,Washington,One Adult One Childcare,698,658,732,114,453,284,526,613,-227,346,4197,50364
2024,Washington,Two Adults,0,822,732,148,536,284,526,464,0,305,3817,45804
2024,Washington,Two Adults Two Children,469,1379,885,148,806,348,702,885,-446,474,5650,67800
2024,Washington,Two Adults Two Childcare,1396,1196,885,148,806,348,702,1082,-453,548,6658,79896
2024,Washington,Single Senior,0,413,777,114,299,181,479,379,0,226,2868,34416
2024,Washington,Two Seniors,0,757,732,148,412,284,958,651,0,329,4271,51252
2024,White,Single Adult,0,422,483,114,361,181,186,251,0,175,2173,26076
2024,White,One Adult One Child,281,713,490,114,453,284,526,455,-227,286,3375,40500
2024,White,One Adult One Childcare,833,619,490,114,453,284,526,575,-227,332,3999,47988
2024,White,Two Adults,0,774,490,148,536,284,526,393,0,276,3427,41124
2024,White,Two Adults Two Children,562,1297,591,148,806,348,702,811,-453,445,5257,63084
2024,White,Two Adults Two Childcare,1667,1125,591,148,806,348,702,1058,-453,539,6531,78372
2024,White,Single Senior,0,389,483,114,299,181,506,303,0,197,2472,29664
2024,White,Two Seniors,0,712,490,148,412,284,1013,590,0,306,3955,47460
2024,Woodruff,Single Adult,0,425,483,114,361,181,186,252,0,175,2177,26124
2024,Woodruff,One Adult One Child,184,718,427,114,453,284,526,417,-211,271,3183,38196
2024,Woodruff,One Adult One Childcare,562,623,427,114,453,284,526,488,-227,299,3549,42588
2024,Woodruff,Two Adults,0,779,427,148,536,284,526,379,0,270,3349,40188
2024,Woodruff,Two Adults Two Children,367,1306,547,148,806,348,702,750,-421,422,4975,59700
2024,Woodruff,Two Adults Two Childcare,1125,1133,547,148,806,348,702,905,-453,481,5742,68904
2024,Woodruff,Single Senior,0,391,483,114,299,181,508,304,0,198,2478,29736
2024,Woodruff,Two Seniors,0,717,427,148,412,284,1016,575,0,300,3879,46548
2024,Yell,Single Adult,0,410,483,114,361,181,186,248,0,174,2157,25884
2024,Yell,One Adult One Child,184,694,416,114,453,284,526,408,-211,267,3135,37620
2024,Yell,One Adult One Childcare,562,602,416,114,453,284,526,479,-227,296,3505,42060
2024,Yell,Two Adults,0,752,416,148,536,284,526,370,0,266,3298,39576
2024,Yell,Two Adults Two Children,367,1261,547,148,806,348,702,738,-421,418,4914,58968
2024,Yell,Two Adults Two Childcare,1125,1094,547,148,806,348,702,894,-453,477,5688,68256
2024,Yell,Single Senior,0,378,483,114,299,181,501,300,0,196,2452,29424
2024,Yell,Two Seniors,0,692,416,148,412,284,1002,562,0,295,3811,45732
